"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"420284","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-25 01:58:00","Ciudad Autónoma de Buenos Aires","02"
"420287","Comisaría","Femenino","Otra/o no familiar","Psicológica","37","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-25 06:18:00","Ciudad Autónoma de Buenos Aires","02"
"420289","Víctima","Femenino","No hay niñas/os","Psicológica","21","18 a 29 años","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-25 06:51:00","Ciudad Autónoma de Buenos Aires","02"
"420290","Hospital","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 07:12:00","Ciudad Autónoma de Buenos Aires","02"
"420282","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-25 08:21:00","Ciudad Autónoma de Buenos Aires","02"
"420279","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-25 08:38:00","Ciudad Autónoma de Buenos Aires","02"
"420291","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-25 08:42:00","Ciudad Autónoma de Buenos Aires","02"
"420292","Vecina/o","Femenino","No hay niñas/os","Física y psicológica","94","Más de 60 años","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-25 09:37:00","Ciudad Autónoma de Buenos Aires","02"
"420295","Familiar","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Masculino","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-25 12:29:00","Ciudad Autónoma de Buenos Aires","02"
"420296","Familiar","Masculino","Otra/o familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-11-25 12:33:00","Ciudad Autónoma de Buenos Aires","02"
"420297","Otra Institución","Femenino","NS/NC","No aplica","Sin dato","Sin dato","Femenino","1","1","NS/NC","NS/NC","No había móviles y/o Equipos para realizar la intervención","2019-11-25 12:53:00","Ciudad Autónoma de Buenos Aires","02"
"420298","Otra Institución","Femenino","Otra/o no familiar","Económica, física y psicológica","24","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 13:35:00","Ciudad Autónoma de Buenos Aires","02"
"420299","Otra Institución","Masculino","Otra/o no familiar","Física y psicológica","32","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 13:46:00","Ciudad Autónoma de Buenos Aires","02"
"420300","Hospital","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","4","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 13:47:00","Ciudad Autónoma de Buenos Aires","02"
"362253","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-25 14:09:00","Ciudad Autónoma de Buenos Aires","02"
"347846","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-25 15:09:00","Ciudad Autónoma de Buenos Aires","02"
"222340","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-11-25 15:16:00","Ciudad Autónoma de Buenos Aires","02"
"420298","Otra Institución","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 15:27:00","Ciudad Autónoma de Buenos Aires","02"
"420301","Comisaría","Femenino","No hay niñas/os","Física y psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-25 15:31:00","Ciudad Autónoma de Buenos Aires","02"
"420302","Otro/a Particular","Femenino","No hay niñas/os","Psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-11-25 15:37:00","Ciudad Autónoma de Buenos Aires","02"
"420303","Otra/o sobre una situación de conflicto familiar","Masculino","Otra/o no familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-25 16:15:00","Ciudad Autónoma de Buenos Aires","02"
"420304","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-25 16:50:00","Ciudad Autónoma de Buenos Aires","02"
"420279","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-25 17:29:00","Ciudad Autónoma de Buenos Aires","02"
"420273","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-25 18:32:00","Ciudad Autónoma de Buenos Aires","02"
"420305","Vecina/o","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-25 18:45:00","Ciudad Autónoma de Buenos Aires","02"
"420306","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","4","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-25 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"372861","Comisaría","Femenino","Otra/o no familiar","Física, sexual y psicológica","43","40 a 49 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-25 19:11:00","Ciudad Autónoma de Buenos Aires","02"
"420309","Familiar","Femenino","No hay niñas/os","Psicológica","35","30 a 39 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-25 23:44:00","Ciudad Autónoma de Buenos Aires","02"
"420310","Comisaría","Masculino","Otra/o no familiar","Psicológica","38","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-26 00:13:00","Ciudad Autónoma de Buenos Aires","02"
"420311","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","31","30 a 39 años","Femenino","4","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-26 00:49:00","Ciudad Autónoma de Buenos Aires","02"
"420312","Víctima","Femenino","Madre","Psicológica","29","18 a 29 años","Femenino","4","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-26 01:05:00","Ciudad Autónoma de Buenos Aires","02"
"420313","Comisaría","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-26 01:25:00","Ciudad Autónoma de Buenos Aires","02"
"236927","Hospital","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","4","1","NS/NC","NS/NC","No había móviles y/o Equipos para realizar la intervención","2019-11-26 03:53:00","Ciudad Autónoma de Buenos Aires","02"
"420315","Comisaría","Masculino","NS/NC","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-26 06:13:00","Ciudad Autónoma de Buenos Aires","02"
"420182","Víctima","Femenino","No hay niñas/os","Psicológica","70","Más de 60 años","Femenino","2","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-26 09:43:00","Ciudad Autónoma de Buenos Aires","02"
"420317","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","25","18 a 29 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-26 10:05:00","Ciudad Autónoma de Buenos Aires","02"
"420299","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-26 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"420318","Agresor/a","Masculino","No hay niñas/os","Económica, física y psicológica","73","Más de 60 años","Masculino","2","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-11-26 10:15:00","Ciudad Autónoma de Buenos Aires","02"
"420319","Familiar","Femenino","Madre","Física y psicológica","69","Más de 60 años","Femenino","1","1","Masculino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-11-26 13:03:00","Ciudad Autónoma de Buenos Aires","02"
"420320","Familiar","Femenino","Otra/o familiar","Física y psicológica","23","18 a 29 años","Femenino","3","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-26 13:12:00","Ciudad Autónoma de Buenos Aires","02"
"346779","Otra Institución","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-26 13:13:00","Ciudad Autónoma de Buenos Aires","02"
"361178","Víctima","Femenino","NS/NC","Psicológica","Sin dato","Sin dato","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-26 13:39:00","Ciudad Autónoma de Buenos Aires","02"
"420273","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-11-26 15:41:00","Ciudad Autónoma de Buenos Aires","02"
"420321","Comisaría","Femenino","Madre","Psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-26 17:06:00","Ciudad Autónoma de Buenos Aires","02"
"65232","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-11-26 17:47:00","Ciudad Autónoma de Buenos Aires","02"
"420122","Víctima","Femenino","Madre","Física y psicológica","1","0 a 5 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-26 18:00:00","Ciudad Autónoma de Buenos Aires","02"
"420322","Víctima","Femenino","Otra/o familiar","Psicológica","13","12 a 17 años","Femenino","2","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-11-26 18:13:00","Ciudad Autónoma de Buenos Aires","02"
"420323","Vecina/o","Masculino","Otra/o no familiar","Física y psicológica","8","6 a 11 años","Masculino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-26 18:19:00","Ciudad Autónoma de Buenos Aires","02"
"420324","Familiar","Femenino","Hermana/o","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-26 19:59:00","Ciudad Autónoma de Buenos Aires","02"
"420325","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-26 23:06:00","Ciudad Autónoma de Buenos Aires","02"
"420326","Comisaría","Femenino","No hay niñas/os","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-26 23:16:00","Ciudad Autónoma de Buenos Aires","02"
"420328","Comisaría","Masculino","No hay niñas/os","Física y psicológica","54","50 a 59 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-11-27 06:48:00","Ciudad Autónoma de Buenos Aires","02"
"420327","Comisaría","Masculino","Otra/o no familiar","Psicológica","21","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-27 06:59:00","Ciudad Autónoma de Buenos Aires","02"
"420329","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","28","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-11-27 07:06:00","Ciudad Autónoma de Buenos Aires","02"
"420330","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","35","30 a 39 años","Femenino","4","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-27 07:34:00","Ciudad Autónoma de Buenos Aires","02"
"420331","Comisaría","Masculino","Otra/o no familiar","Psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-27 07:47:00","Ciudad Autónoma de Buenos Aires","02"
"420332","Comisaría","Femenino","Madre","Física y psicológica","38","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-11-27 09:54:00","Ciudad Autónoma de Buenos Aires","02"
"420334","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","30","30 a 39 años","Masculino","3","1","Femenino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-11-27 10:51:00","Ciudad Autónoma de Buenos Aires","02"
"420335","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","44","40 a 49 años","Femenino","6","1","Masculino","Hermano/a","No había móviles y/o Equipos para realizar la intervención","2019-11-27 11:40:00","Ciudad Autónoma de Buenos Aires","02"
"420299","Víctima","Femenino","NS/NC","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-11-27 11:51:00","Ciudad Autónoma de Buenos Aires","02"
"420336","Otro/a Particular","Masculino","No hay niñas/os","Física y psicológica","60","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-11-27 12:06:00","Ciudad Autónoma de Buenos Aires","02"
